Stand_GNN_PAG,ClimateScenario,Year,TEMFM1,TreatmentAssignment
262_8734_MHD,NONE,2095,13,trtInBoth
80_2928_MHD,NONE,2095,5,trtInBoth
51_85910_MCW,NONE,2095,9,trtInBoth
59_21177_MCW,NONE,2095,13,trtInBoth
137_136333_MCW,NONE,2095,13,trtInBoth
126_133151_MHD,NONE,2095,9,trtInBoth
37_14453_MCW,NONE,2095,13,trtInBoth
37_14451_MCW,NONE,2095,13,trtInBoth
104_8685_MCW,NONE,2095,9,trtInBoth
37_13334_MCW,NONE,2095,9,trtInBoth
284_83057_MCW,NONE,2095,9,trtInBoth
287_13239_MCW,NONE,2095,5,trtInBoth
244_136495_MHD,NONE,2095,5,trtInBoth
214_140916_MCW,NONE,2095,13,trtInBoth
87_131381_MHD,NONE,2095,13,trtInBoth
44_24402_MCD,NONE,2095,12,trtInBoth
77_86176_MHD,NONE,2095,13,trtInBoth
135_25151_MCW,NONE,2095,12,trtInBoth
31_25088_MHD,NONE,2095,9,trtInBoth
95_14451_MCD,NONE,2095,13,trtInBoth
86_25119_MHD,NONE,2095,5,trtInBoth
151_145200_MHD,NONE,2095,9,trtInBoth
129_83057_MHD,NONE,2095,9,trtInBoth
9_29437_MCD,NONE,2095,12,trtInBoth
134_14453_MCD,NONE,2095,9,trtInBoth
134_14452_MCD,NONE,2095,12,trtInBoth
58_84334_MHD,NONE,2095,13,trtInBoth
165_8105_MCD,NONE,2095,9,trtInBoth
74_14451_MCW,NONE,2095,13,trtInBoth
18_84328_MHD,NONE,2095,5,trtInBoth
138_94006_MHD,NONE,2095,13,trtInBoth
72_84334_MHD,NONE,2095,13,trtInBoth
100_12601_MCW,NONE,2095,13,trtInBoth
10_141046_MHD,NONE,2095,13,trtInBoth
21_78643_MHD,NONE,2095,9,trtInBoth
20_21112_MHD,NONE,2095,13,trtInBoth
52_8711_MCD,NONE,2095,5,trtInBoth
37_84334_MCW,NONE,2095,13,trtInBoth
39_137268_MCW,NONE,2095,13,trtInBoth
62_149040_MHD,NONE,2095,12,trtInBoth
192_85910_MHD,NONE,2095,9,trtInBoth
179_23423_MCW,NONE,2095,12,trtInBoth
74_24981_MHD,NONE,2095,13,trtInBoth
59_25120_MHD,NONE,2095,13,trtInBoth
119_133913_MHD,NONE,2095,5,trtInBoth
275_81394_MCD,NONE,2095,5,trtInBoth
107_21209_MCW,NONE,2095,13,trtInBoth
187_136898_LPD,NONE,2095,5,trtInBoth
148_21112_MCW,NONE,2095,12,trtInBoth
196_25150_MHD,NONE,2095,13,trtInBoth
92_84088_MHD,NONE,2095,5,trtInBoth
28_84088_MHD,NONE,2095,5,trtInBoth
236_20888_MHD,NONE,2095,9,trtInBoth
23_84026_MHD,NONE,2095,9,trtInBoth
134_137000_MCD,NONE,2095,5,trtInBoth
93_78654_MCD,NONE,2095,9,trtInBoth
285_149512_MHD,NONE,2095,9,trtInBoth
214_20760_MCW,NONE,2095,9,trtInBoth
132_25195_MCW,NONE,2095,13,trtInBoth
77_8051_MCW,NONE,2095,12,trtInBoth
63_78788_MHD,NONE,2095,9,trtInBoth
164_24218_MHD,NONE,2095,13,trtInBoth
83_20839_MHD,NONE,2095,9,trtInBoth
266_16738_MHD,NONE,2095,13,trtInBoth
7_16738_LPD,NONE,2095,5,trtInBoth
65_11892_MCD,NONE,2095,9,trtInBoth
3_25088_MHD,NONE,2095,9,trtInBoth
209_8707_MHD,NONE,2095,9,trtInBoth
214_145522_MCD,NONE,2095,9,trtInBoth
283_14452_MCD,NONE,2095,12,trtInBoth
177_21307_MCW,NONE,2095,5,trtInBoth
117_141226_MCW,NONE,2095,13,trtInBoth
69_137417_MCD,NONE,2095,9,trtInBoth
184_129875_MCD,NONE,2095,9,trtInBoth
27_83057_MHD,NONE,2095,9,trtInBoth
73_13574_MCW,NONE,2095,9,trtInBoth
114_8685_MCD,NONE,2095,9,trtInBoth
114_8686_MCD,NONE,2095,12,trtInBoth
110_85910_MHD,NONE,2095,9,trtInBoth
185_25253_MHD,NONE,2095,13,trtInBoth
16_145350_MHD,NONE,2095,13,trtInBoth
81_21307_MHD,NONE,2095,5,trtInBoth
16_25120_MHD,NONE,2095,13,trtInBoth
287_149362_MCW,NONE,2095,5,trtInBoth
168_21112_MCW,NONE,2095,12,trtInBoth
226_85910_MCW,NONE,2095,9,trtInBoth
23_136495_MHD,NONE,2095,5,trtInBoth
162_2946_MCD,NONE,2095,5,trtInBoth
47_137256_MCW,NONE,2095,12,trtInBoth
244_133151_MHD,NONE,2095,9,trtInBoth
284_132244_MCW,NONE,2095,9,trtInBoth
2_12155_MCD,NONE,2095,5,trtInBoth
211_14451_MHD,NONE,2095,13,trtInBoth
20_25253_MHD,NONE,2095,13,trtInBoth
98_133913_MCW,NONE,2095,9,trtInBoth
57_21178_MHD,NONE,2095,13,trtInBoth
2_29378_MCD,NONE,2095,5,trtInBoth
2_29379_MCD,NONE,2095,5,trtInBoth
52_14019_MCD,NONE,2095,5,trtInBoth
112_24845_MCD,NONE,2095,5,trtInBoth
134_133652_MCD,NONE,2095,9,trtInBoth
298_14528_MCD,NONE,2095,13,trtInBoth
135_23496_MCW,NONE,2095,9,trtInBoth
59_141180_MCW,NONE,2095,5,trtInBoth
32_14234_MHD,NONE,2095,13,trtInBoth
274_23576_MCD,NONE,2095,10,trtInBoth
16_137268_MHD,NONE,2095,13,trtInBoth
102_13239_MCW,NONE,2095,5,trtInBoth
97_81141_MCW,NONE,2095,9,trtInBoth
95_137234_MCD,NONE,2095,5,trtInBoth
19_26661_MHD,NONE,2095,13,trtInBoth
88_8533_LPD,NONE,2095,5,trtInBoth
123_24337_MHD,NONE,2095,13,trtInBoth
71_24337_MCD,NONE,2095,5,trtInBoth
211_136333_MHD,NONE,2095,13,trtInBoth
19_20790_MHD,NONE,2095,13,trtInBoth
7_24817_LPD,NONE,2095,5,trtInBoth
230_141226_MCD,NONE,2095,13,trtInBoth
19_145522_MHD,NONE,2095,13,trtInBoth
125_25119_MHD,NONE,2095,5,trtInBoth
222_24617_MHD,NONE,2095,13,trtInBoth
73_145522_MCW,NONE,2095,9,trtInBoth
12_136333_MCW,NONE,2095,13,trtInBoth
68_8685_MCW,NONE,2095,9,trtInBoth
151_2936_MHD,NONE,2095,13,trtInBoth
56_9024_MCW,NONE,2095,13,trtInBoth
119_23546_MHD,NONE,2095,9,trtInBoth
117_8048_MHD,NONE,2095,5,trtInBoth
216_21209_MHD,NONE,2095,13,trtInBoth
286_82600_MCW,NONE,2095,12,trtInBoth
188_84053_MCD,NONE,2095,9,trtInBoth
131_21112_MCW,NONE,2095,12,trtInBoth
148_105506_MCW,NONE,2095,5,trtInBoth
285_78643_MHD,NONE,2095,5,trtInBoth
204_89425_MHD,NONE,2095,13,trtInBoth
163_137417_MCD,NONE,2095,9,trtInBoth
41_8685_MCD,NONE,2095,9,trtInBoth
126_83057_MHD,NONE,2095,9,trtInBoth
92_20888_MHD,NONE,2095,9,trtInBoth
33_137213_LPD,NONE,2095,9,trtInBoth
51_14453_MCD,NONE,2095,12,trtInBoth
12_94106_MCW,NONE,2095,9,trtInBoth
7_137506_MHD,NONE,2095,13,trtInBoth
35_85910_MCD,NONE,2095,9,trtInBoth
4_93087_MHD,NONE,2095,5,trtInBoth
0_24218_MCW,NONE,2095,9,trtInBoth
123_14452_MHD,NONE,2095,13,trtInBoth
123_14451_MHD,NONE,2095,13,trtInBoth
46_9024_MCD,NONE,2095,13,trtInBoth
214_20739_MCW,NONE,2095,9,trtInBoth
294_137444_MCW,NONE,2095,9,trtInBoth
139_24218_MHD,NONE,2095,9,trtInBoth
144_14019_MCD,NONE,2095,5,trtInBoth
73_25120_MCW,NONE,2095,12,trtInBoth
180_149639_MHD,NONE,2095,9,trtInBoth
94_78787_MCD,NONE,2095,9,trtInBoth
163_13333_MCW,NONE,2095,5,trtInBoth
287_85910_MCW,NONE,2095,9,trtInBoth
290_13651_MCW,NONE,2095,9,trtInBoth
125_24463_MHD,NONE,2095,9,trtInBoth
190_14780_MCW,NONE,2095,9,trtInBoth
276_105505_MCD,NONE,2095,10,trtInBoth
115_24403_MHD,NONE,2095,13,trtInBoth
206_13091_MCW,NONE,2095,9,trtInBoth
100_145350_MCW,NONE,2095,12,trtInBoth
290_20806_MCW,NONE,2095,8,trtInBoth
180_24218_MHD,NONE,2095,13,trtInBoth
4_24481_MHD,NONE,2095,9,trtInBoth
136_93981_MCW,NONE,2095,12,trtInBoth
302_24845_MCW,NONE,2095,5,trtInBoth
87_79065_LPD,NONE,2095,5,trtInBoth
87_137281_MHD,NONE,2095,9,trtInBoth
131_25120_MCD,NONE,2095,12,trtInBoth
169_81101_MCW,NONE,2095,13,trtInBoth
119_29026_MHD,NONE,2095,13,trtInBoth
114_11955_MCD,NONE,2095,9,trtInBoth
123_137417_MCW,NONE,2095,9,trtInBoth
184_13655_MCD,NONE,2095,9,trtInBoth
275_23697_MCD,NONE,2095,13,trtInBoth
14_20888_MHD,NONE,2095,9,trtInBoth
194_78642_LPD,NONE,2095,9,trtInBoth
218_150017_MHD,NONE,2095,5,trtInBoth
106_127780_MCW,NONE,2095,9,trtInBoth
61_133151_MHD,NONE,2095,9,trtInBoth
103_141180_MCW,NONE,2095,5,trtInBoth
136_131283_MCW,NONE,2095,5,trtInBoth
287_130631_MCW,NONE,2095,13,trtInBoth
95_80394_MCD,NONE,2095,5,trtInBoth
96_20822_MCD,NONE,2095,9,trtInBoth
115_135449_MHD,NONE,2095,13,trtInBoth
67_14498_MHD,NONE,2095,13,trtInBoth
200_141180_MCD,NONE,2095,5,trtInBoth
141_87958_MHD,NONE,2095,5,trtInBoth
162_9157_MCD,NONE,2095,5,trtInBoth
93_21209_MCD,NONE,2095,9,trtInBoth
2_78660_MCD,NONE,2095,9,trtInBoth
49_136425_MCD,NONE,2095,9,trtInBoth
138_8867_MHD,NONE,2095,13,trtInBoth
57_78788_MHD,NONE,2095,9,trtInBoth
296_145350_MCW,NONE,2095,12,trtInBoth
19_13302_MHD,NONE,2095,9,trtInBoth
37_137471_MCW,NONE,2095,13,trtInBoth
217_25151_MCD,NONE,2095,12,trtInBoth
65_20674_MCD,NONE,2095,9,trtInBoth
287_9024_MCW,NONE,2095,13,trtInBoth
106_14780_MCW,NONE,2095,9,trtInBoth
277_9057_MHD,NONE,2095,13,trtInBoth
91_131381_MHD,NONE,2095,13,trtInBoth
138_137213_MHD,NONE,2095,9,trtInBoth
93_14600_MCD,NONE,2095,9,trtInBoth
57_85910_MHD,NONE,2095,9,trtInBoth
104_130631_MCW,NONE,2095,13,trtInBoth
21_78828_MHD,NONE,2095,13,trtInBoth
227_78643_MCW,NONE,2095,5,trtInBoth
4_8707_MHD,NONE,2095,9,trtInBoth
222_24441_MHD,NONE,2095,13,trtInBoth
39_137444_MCW,NONE,2095,9,trtInBoth
283_25120_MCD,NONE,2095,12,trtInBoth
194_130631_LPD,NONE,2095,5,trtInBoth
129_133151_MHD,NONE,2095,9,trtInBoth
36_81141_MCW,NONE,2095,9,trtInBoth
275_29477_MCD,NONE,2095,12,trtInBoth
275_29474_MCD,NONE,2095,9,trtInBoth
22_25253_MHD,NONE,2095,13,trtInBoth
206_81141_MCW,NONE,2095,9,trtInBoth
69_21178_MCW,NONE,2095,13,trtInBoth
50_24403_MCW,NONE,2095,9,trtInBoth
215_85910_MCD,NONE,2095,9,trtInBoth
264_24218_MHD,NONE,2095,9,trtInBoth
73_130881_MCW,NONE,2095,5,trtInBoth
2_105189_MCD,NONE,2095,12,trtInBoth
198_141180_MCW,NONE,2095,9,trtInBoth
162_14452_MCW,NONE,2095,12,trtInBoth
162_14451_MCW,NONE,2095,13,trtInBoth
240_82721_MHD,NONE,2095,13,trtInBoth
97_82600_MCW,NONE,2095,12,trtInBoth
72_136898_MHD,NONE,2095,9,trtInBoth
119_137000_MHD,NONE,2095,13,trtInBoth
4_137223_MHD,NONE,2095,5,trtInBoth
120_13651_MCW,NONE,2095,9,trtInBoth
21_24981_MHD,NONE,2095,13,trtInBoth
101_137472_MCW,NONE,2095,9,trtInBoth
20_136495_MHD,NONE,2095,5,trtInBoth
101_145350_MCW,NONE,2095,12,trtInBoth
145_137444_MCW,NONE,2095,9,trtInBoth
96_129921_MCD,NONE,2095,9,trtInBoth
57_14451_MHD,NONE,2095,13,trtInBoth
57_14452_MHD,NONE,2095,13,trtInBoth
105_24563_MCW,NONE,2095,9,trtInBoth
145_137506_MCW,NONE,2095,9,trtInBoth
102_137492_MCW,NONE,2095,13,trtInBoth
162_14234_MCD,NONE,2095,9,trtInBoth
19_24237_MHD,NONE,2095,9,trtInBoth
86_133151_MHD,NONE,2095,9,trtInBoth
297_25090_MCW,NONE,2095,13,trtInBoth
204_14451_MHD,NONE,2095,13,trtInBoth
51_83060_MCD,NONE,2095,13,trtInBoth
184_2331_MCD,NONE,2095,9,trtInBoth
168_83127_MHD,NONE,2095,13,trtInBoth
18_136960_MHD,NONE,2095,5,trtInBoth
289_24588_MCD,NONE,2095,5,trtInBoth
52_13651_MCD,NONE,2095,9,trtInBoth
75_29475_MCW,NONE,2095,12,trtInBoth
149_24240_MCW,NONE,2095,9,trtInBoth
153_21307_MCD,NONE,2095,5,trtInBoth
168_9057_MHD,NONE,2095,13,trtInBoth
108_12833_MHD,NONE,2095,13,trtInBoth
31_94203_MHD,NONE,2095,9,trtInBoth
1_84328_MHD,NONE,2095,5,trtInBoth
33_13239_LPD,NONE,2095,5,trtInBoth
175_21148_MHD,NONE,2095,9,trtInBoth
97_21209_MCW,NONE,2095,13,trtInBoth
3_145048_MHD,NONE,2095,5,trtInBoth
36_25195_LPD,NONE,2095,5,trtInBoth
125_25253_MHD,NONE,2095,13,trtInBoth
41_14234_MHD,NONE,2095,13,trtInBoth
96_2937_MCD,NONE,2095,5,trtInBoth
96_2932_MCW,NONE,2095,5,trtInBoth
135_25172_MCW,NONE,2095,13,trtInBoth
37_130578_MCW,NONE,2095,5,trtInBoth
119_13091_MHD,NONE,2095,13,trtInBoth
2_13505_MCD,NONE,2095,5,trtInBoth
215_137417_MHD,NONE,2095,9,trtInBoth
20_13122_MHD,NONE,2095,5,trtInBoth
95_87958_MCD,NONE,2095,5,trtInBoth
287_83057_MCW,NONE,2095,9,trtInBoth
74_24218_MHD,NONE,2095,9,trtInBoth
144_8711_MCD,NONE,2095,5,trtInBoth
167_137000_MHD,NONE,2095,13,trtInBoth
15_25053_MCW,NONE,2095,13,trtInBoth
136_20740_MCW,NONE,2095,12,trtInBoth
52_9024_MCD,NONE,2095,13,trtInBoth
298_21178_MCD,NONE,2095,13,trtInBoth
144_9024_MCD,NONE,2095,13,trtInBoth
61_24642_MHD,NONE,2095,12,trtInBoth
2_20740_MCD,NONE,2095,13,trtInBoth
20_21177_MHD,NONE,2095,13,trtInBoth
6_25053_MCW,NONE,2095,13,trtInBoth
20_21178_MHD,NONE,2095,13,trtInBoth
118_13302_MHD,NONE,2095,9,trtInBoth
103_14234_MCW,NONE,2095,9,trtInBoth
37_14780_MCW,NONE,2095,9,trtInBoth
292_13333_MCW,NONE,2095,5,trtInBoth
0_137167_MCW,NONE,2095,5,trtInBoth
133_130881_MCD,NONE,2095,5,trtInBoth
159_129921_MHD,NONE,2095,9,trtInBoth
108_136495_MHD,NONE,2095,5,trtInBoth
93_137506_MCD,NONE,2095,5,trtInBoth
90_131381_MHD,NONE,2095,13,trtInBoth
192_137417_MHD,NONE,2095,9,trtInBoth
287_141180_MCW,NONE,2095,5,trtInBoth
32_141180_MHD,NONE,2095,5,trtInBoth
1_25119_MHD,NONE,2095,5,trtInBoth
4_13690_MHD,NONE,2095,13,trtInBoth
161_133151_MHD,NONE,2095,9,trtInBoth
136_140759_MCW,NONE,2095,9,trtInBoth
214_136333_MCD,NONE,2095,13,trtInBoth
105_24360_MCW,NONE,2095,9,trtInBoth
117_137417_MHD,NONE,2095,9,trtInBoth
20_25088_MHD,NONE,2095,9,trtInBoth
94_13239_MCD,NONE,2095,5,trtInBoth
288_8685_MHD,NONE,2095,13,trtInBoth
178_25119_MHD,NONE,2095,5,trtInBoth
172_85910_MCW,NONE,2095,9,trtInBoth
122_23546_MCW,NONE,2095,9,trtInBoth
275_15240_MCD,NONE,2095,5,trtInBoth
58_137472_MHD,NONE,2095,13,trtInBoth
65_20806_MCD,NONE,2095,9,trtInBoth
288_129875_MHD,NONE,2095,9,trtInBoth
30_145381_MHD,NONE,2095,13,trtInBoth
49_24240_MCW,NONE,2095,9,trtInBoth
138_78787_MHD,NONE,2095,9,trtInBoth
286_14451_MCW,NONE,2095,13,trtInBoth
76_149352_MHD,NONE,2095,13,trtInBoth
208_86176_MCW,NONE,2095,12,trtInBoth
138_78788_MHD,NONE,2095,9,trtInBoth
19_21177_MHD,NONE,2095,13,trtInBoth
104_141180_MCW,NONE,2095,5,trtInBoth
34_133151_MHD,NONE,2095,9,trtInBoth
97_78787_MHD,NONE,2095,9,trtInBoth
189_14345_MHD,NONE,2095,13,trtInBoth
299_21209_MCW,NONE,2095,13,trtInBoth
299_25253_MHD,NONE,2095,13,trtInBoth
149_24817_LPD,NONE,2095,5,trtInBoth
271_25119_LPD,NONE,2095,9,trtInBoth
13_21178_MCD,NONE,2095,13,trtInBoth
78_24481_MHD,NONE,2095,9,trtInBoth
49_84334_MCW,NONE,2095,13,trtInBoth
91_24481_MHD,NONE,2095,9,trtInBoth
176_25150_MHD,NONE,2095,13,trtInBoth
95_13574_MCD,NONE,2095,5,trtInBoth
95_13575_MCD,NONE,2095,5,trtInBoth
162_2928_MCD,NONE,2095,5,trtInBoth
90_137444_MHD,NONE,2095,9,trtInBoth
58_141226_MHD,NONE,2095,13,trtInBoth
58_14451_MHD,NONE,2095,13,trtInBoth
81_14452_MHD,NONE,2095,13,trtInBoth
80_140949_MHD,NONE,2095,9,trtInBoth
20_8867_MHD,NONE,2095,13,trtInBoth
4_21148_MHD,NONE,2095,9,trtInBoth
87_84088_MHD,NONE,2095,5,trtInBoth
68_8049_MCW,NONE,2095,13,trtInBoth
231_137526_MCW,NONE,2095,8,trtInBoth
127_8994_MHD,NONE,2095,9,trtInBoth
81_85910_MHD,NONE,2095,9,trtInBoth
152_145381_MHD,NONE,2095,13,trtInBoth
216_145522_MHD,NONE,2095,9,trtInBoth
73_14563_MCW,NONE,2095,9,trtInBoth
159_84053_MHD,NONE,2095,13,trtInBoth
62_25150_MHD,NONE,2095,13,trtInBoth
49_133913_MCW,NONE,2095,9,trtInBoth
49_2928_MCW,NONE,2095,5,trtInBoth
97_82596_MCW,NONE,2095,9,trtInBoth
68_14498_MCD,NONE,2095,12,trtInBoth
72_21178_MHD,NONE,2095,13,trtInBoth
122_136257_MHD,NONE,2095,13,trtInBoth
143_21209_MHD,NONE,2095,13,trtInBoth
128_149639_MHD,NONE,2095,9,trtInBoth
256_24440_MHD,NONE,2095,9,trtInBoth
214_25120_MCW,NONE,2095,12,trtInBoth
18_8798_MHD,NONE,2095,13,trtInBoth
295_21273_MCD,NONE,2095,9,trtInBoth
16_82600_MHD,NONE,2095,13,trtInBoth
66_21025_MCD,NONE,2095,5,trtInBoth
132_82596_LPD,NONE,2095,5,trtInBoth
181_21178_MCW,NONE,2095,13,trtInBoth
61_21437_MHD,NONE,2095,5,trtInBoth
138_21178_MHD,NONE,2095,13,trtInBoth
299_137444_MHD,NONE,2095,9,trtInBoth
94_21209_MCD,NONE,2095,9,trtInBoth
180_133889_MHD,NONE,2095,13,trtInBoth
203_24240_MCW,NONE,2095,9,trtInBoth
72_25253_MHD,NONE,2095,13,trtInBoth
264_130409_MHD,NONE,2095,13,trtInBoth
73_137444_MCW,NONE,2095,9,trtInBoth
122_25052_MHD,NONE,2095,13,trtInBoth
122_25053_MCW,NONE,2095,13,trtInBoth
73_149362_MCW,NONE,2095,5,trtInBoth
111_137526_MCW,NONE,2095,8,trtInBoth
54_129211_MCD,NONE,2095,5,trtInBoth
164_14345_MHD,NONE,2095,13,trtInBoth
266_149110_MHD,NONE,2095,9,trtInBoth
24_137213_MHD,NONE,2095,9,trtInBoth
275_100761_MCD,NONE,2095,9,trtInBoth
81_2946_MHD,NONE,2095,5,trtInBoth
244_25150_MHD,NONE,2095,13,trtInBoth
111_20760_MHD,NONE,2095,9,trtInBoth
149_137417_MCW,NONE,2095,9,trtInBoth
217_140973_MCD,NONE,2095,12,trtInBoth
55_84291_MHD,NONE,2095,13,trtInBoth
266_13172_MHD,NONE,2095,13,trtInBoth
122_21307_MCW,NONE,2095,5,trtInBoth
136_129875_MCW,NONE,2095,9,trtInBoth
77_137417_MCW,NONE,2095,9,trtInBoth
21_145200_MHD,NONE,2095,5,trtInBoth
93_23651_MCD,NONE,2095,8,trtInBoth
93_2932_MCD,NONE,2095,5,trtInBoth
64_129875_MHD,NONE,2095,9,trtInBoth
22_84053_MHD,NONE,2095,13,trtInBoth
14_149362_MCW,NONE,2095,5,trtInBoth
64_24238_MCD,NONE,2095,13,trtInBoth
302_130881_MCW,NONE,2095,5,trtInBoth
169_24219_MCW,NONE,2095,5,trtInBoth
266_84328_MHD,NONE,2095,5,trtInBoth
128_135147_MHD,NONE,2095,5,trtInBoth
224_25253_MHD,NONE,2095,13,trtInBoth
290_137417_MCW,NONE,2095,9,trtInBoth
189_25052_MHD,NONE,2095,13,trtInBoth
94_14347_MCD,NONE,2095,5,trtInBoth
136_149361_MCW,NONE,2095,5,trtInBoth
229_141180_MCD,NONE,2095,5,trtInBoth
75_9023_MCW,NONE,2095,13,trtInBoth
30_133151_MHD,NONE,2095,9,trtInBoth
13_14528_MCD,NONE,2095,13,trtInBoth
266_26661_MHD,NONE,2095,13,trtInBoth
20_132547_MHD,NONE,2095,13,trtInBoth
58_2929_MHD,NONE,2095,9,trtInBoth
58_2928_MCW,NONE,2095,9,trtInBoth
210_137417_MCW,NONE,2095,9,trtInBoth
20_11955_MHD,NONE,2095,9,trtInBoth
64_13239_MCD,NONE,2095,5,trtInBoth
301_8685_MCD,NONE,2095,9,trtInBoth
97_94106_MCW,NONE,2095,9,trtInBoth
288_136333_MHD,NONE,2095,13,trtInBoth
112_14498_MCD,NONE,2095,12,trtInBoth
37_137000_MCW,NONE,2095,9,trtInBoth
145_2642_MCW,NONE,2095,12,trtInBoth
98_149639_MCW,NONE,2095,9,trtInBoth
226_145522_MHD,NONE,2095,13,trtInBoth
20_137471_MHD,NONE,2095,13,trtInBoth
62_9057_MHD,NONE,2095,13,trtInBoth
24_12642_MHD,NONE,2095,9,trtInBoth
135_132978_MCW,NONE,2095,13,trtInBoth
102_100761_MCW,NONE,2095,12,trtInBoth
45_129875_MCD,NONE,2095,9,trtInBoth
77_78654_MHD,NONE,2095,9,trtInBoth
47_25120_MCW,NONE,2095,12,trtInBoth
44_85910_MCD,NONE,2095,9,trtInBoth
288_137492_MHD,NONE,2095,5,trtInBoth
24_21148_MHD,NONE,2095,9,trtInBoth
32_137417_MHD,NONE,2095,9,trtInBoth
80_137492_MHD,NONE,2095,5,trtInBoth
132_9057_MHD,NONE,2095,13,trtInBoth
37_25195_MCW,NONE,2095,13,trtInBoth
19_137363_MHD,NONE,2095,9,trtInBoth
115_13239_MHD,NONE,2095,9,trtInBoth
151_136898_MHD,NONE,2095,9,trtInBoth
33_137471_MHD,NONE,2095,13,trtInBoth
102_130881_MCW,NONE,2095,5,trtInBoth
104_137526_MCW,NONE,2095,8,trtInBoth
290_20484_MCW,NONE,2095,13,trtInBoth
10_84088_MHD,NONE,2095,5,trtInBoth
143_136333_LPD,NONE,2095,13,trtInBoth
8_145522_MHD,NONE,2095,13,trtInBoth
53_78660_MCD,NONE,2095,9,trtInBoth
112_135449_MCD,NONE,2095,12,trtInBoth
47_136333_MCW,NONE,2095,13,trtInBoth
69_13651_MCD,NONE,2095,9,trtInBoth
78_129921_MHD,NONE,2095,9,trtInBoth
119_81109_MHD,NONE,2095,13,trtInBoth
157_24845_MHD,NONE,2095,5,trtInBoth
197_84088_MCD,NONE,2095,5,trtInBoth
104_24482_MCW,NONE,2095,13,trtInBoth
164_21148_MHD,NONE,2095,9,trtInBoth
275_29453_MCD,NONE,2095,5,trtInBoth
275_29452_MCD,NONE,2095,5,trtInBoth
126_145522_MHD,NONE,2095,13,trtInBoth
41_137268_MCD,NONE,2095,13,trtInBoth
20_24218_MHD,NONE,2095,13,trtInBoth
73_13239_MCW,NONE,2095,5,trtInBoth
164_85910_MHD,NONE,2095,9,trtInBoth
157_145522_MHD,NONE,2095,13,trtInBoth
160_14600_MHD,NONE,2095,13,trtInBoth
85_129921_MHD,NONE,2095,9,trtInBoth
145_137469_MCW,NONE,2095,9,trtInBoth
109_133913_MHD,NONE,2095,5,trtInBoth
273_13272_MCD,NONE,2095,10,trtInBoth
124_13333_MCD,NONE,2095,12,trtInBoth
39_13091_MCW,NONE,2095,9,trtInBoth
66_25021_MCW,NONE,2095,10,trtInBoth
97_14600_MCW,NONE,2095,13,trtInBoth
94_25195_MCD,NONE,2095,9,trtInBoth
33_2937_LPD,NONE,2095,5,trtInBoth
17_25052_MHD,NONE,2095,13,trtInBoth
58_25053_MHD,NONE,2095,13,trtInBoth
112_25306_MCD,NONE,2095,8,trtInBoth
151_25120_MHD,NONE,2095,13,trtInBoth
129_137213_MHD,NONE,2095,9,trtInBoth
5_14447_MHD,NONE,2095,13,trtInBoth
30_78788_MHD,NONE,2095,9,trtInBoth
14_9482_MCW,NONE,2095,5,trtInBoth
133_84088_MCD,NONE,2095,5,trtInBoth
100_132244_MCW,NONE,2095,9,trtInBoth
302_24563_MCW,NONE,2095,9,trtInBoth
61_84048_MHD,NONE,2095,5,trtInBoth
1_24218_MHD,NONE,2095,13,trtInBoth
208_137526_MCW,NONE,2095,8,trtInBoth
295_13239_MCD,NONE,2095,5,trtInBoth
31_78787_MHD,NONE,2095,9,trtInBoth
92_134994_MHD,NONE,2095,9,trtInBoth
224_2929_MHD,NONE,2095,9,trtInBoth
160_24237_MHD,NONE,2095,9,trtInBoth
12_130881_MCW,NONE,2095,5,trtInBoth
215_145350_MCD,NONE,2095,12,trtInBoth
111_137268_MHD,NONE,2095,13,trtInBoth
115_29452_MHD,NONE,2095,5,trtInBoth
119_14291_MHD,NONE,2095,9,trtInBoth
4_150017_MHD,NONE,2095,5,trtInBoth
115_11892_MHD,NONE,2095,9,trtInBoth
0_87655_MHD,NONE,2095,13,trtInBoth
6_137000_MCW,NONE,2095,13,trtInBoth
30_81109_MHD,NONE,2095,13,trtInBoth
61_8994_MHD,NONE,2095,9,trtInBoth
61_25088_MHD,NONE,2095,9,trtInBoth
18_84053_MHD,NONE,2095,13,trtInBoth
47_14291_MCW,NONE,2095,9,trtInBoth
133_145200_MCD,NONE,2095,5,trtInBoth
111_21178_MHD,NONE,2095,13,trtInBoth
234_23495_MHD,NONE,2095,13,trtInBoth
94_14600_MCD,NONE,2095,9,trtInBoth
108_78787_MHD,NONE,2095,9,trtInBoth
108_78788_MHD,NONE,2095,9,trtInBoth
266_14525_MHD,NONE,2095,5,trtInBoth
86_25150_MHD,NONE,2095,13,trtInBoth
11_14453_MCW,NONE,2095,13,trtInBoth
118_9024_MHD,NONE,2095,13,trtInBoth
118_9023_MHD,NONE,2095,13,trtInBoth
11_13334_MCW,NONE,2095,9,trtInBoth
262_20888_MHD,NONE,2095,9,trtInBoth
9_29387_MCW,NONE,2095,12,trtInBoth
77_29488_MCW,NONE,2095,5,trtInBoth
66_24518_MCD,NONE,2095,5,trtInBoth
229_13031_MCD,NONE,2095,13,trtInBoth
224_8077_MHD,NONE,2095,8,trtInBoth
64_25336_MCD,NONE,2095,12,trtInBoth
106_25172_MCW,NONE,2095,13,trtInBoth
285_130578_MHD,NONE,2095,5,trtInBoth
72_92840_MHD,NONE,2095,13,trtInBoth
